# for file format info please take a look at /input/others/txt_file_description.txt

general:
# duration   delta_t     write_freq   cutoff_radius  parallel_strategy  output_baseName
25            0.0005       500           3                 0                 output

particles:
# origin             velocity         mass    type     old_force
178.866 37.8829 0     1.64096 -0.455814 0     1     0     -13.2146 6.0004 0     
179.422 38.9549 0     -0.618538 1.57316 0     1     0     16.1801 -5.68877 0     
180.07 40.0078 0     -0.495817 0.151317 0     1     0     -28.3607 -20.8955 0     
179.477 0.969312 0     0.834799 -0.622066 0     1     0     17.3652 -9.29714 0     
178.94 1.82199 0     0.690026 1.11387 0     1     0     50.6437 7.62884 0     
179.454 2.69198 0     0.478391 0.509741 0     1     0     181 -3.85231 0     
178.944 3.55393 0     0.179191 1.36363 0     1     0     58.5042 25.9833 0     
178.419 4.40167 0     0.800107 0.475027 0     1     0     -24.6674 197.757 0     
178.93 5.30095 0     0.280663 0.155131 0     1     0     50.5479 -63.2131 0     
179.977 5.31723 0     0.104856 0.5182 0     1     0     21.7595 -53.785 0     
179.465 6.18496 0     1.5679 0.0329529 0     1     0     -32.7414 -36.5685 0     
179.961 7.07308 0     -0.44479 0.0398982 0     1     0     25.2297 -80.1228 0     
179.428 7.93921 0     -0.265027 -0.35276 0     1     0     -46.3147 15.6765 0     
179.945 8.82914 0     0.185564 -0.329554 0     1     0     53.4598 -17.1589 0     
179.446 9.71472 0     -0.240938 -0.776146 0     1     0     -42.0335 -22.9542 0     
179.957 10.6053 0     0.461117 -0.774252 0     1     0     103.292 -96.292 0     
179.436 11.4855 0     0.386021 -0.451033 0     1     0     25.6887 49.5255 0     
178.905 12.3832 0     0.525389 -0.508536 0     1     0     29.6216 -22.5306 0     
179.966 12.3755 0     1.35304 -0.171036 0     1     0     38.4594 -41.9464 0     
179.44 13.2613 0     0.557687 -0.0763108 0     1     0     -13.5259 87.3393 0     
180.497 13.2638 0     -1.11083 0.66468 0     1     0     19.4344 -1.34581 0     
179.973 14.1621 0     -0.280283 0.952794 0     1     0     -30.3973 28.7896 0     
180.506 15.0635 0     0.417879 -0.0304272 0     1     0     -20.6182 7.04446 0     
181.027 15.982 0     -0.722235 0.111148 0     1     0     14.01 -59.5638 0     
180.495 16.8847 0     0.353044 0.695522 0     1     0     44.2881 11.275 0     
179.46 16.8997 0     -0.872613 0.621767 0     1     0     -26.0525 -38.7077 0     
179.989 17.8107 0     -0.335615 0.885433 0     1     0     -51.8405 -36.6347 0     
178.93 17.8031 0     1.41898 0.289424 0     1     0     25.7041 47.709 0     
179.457 18.7201 0     -0.363909 0.673702 0     1     0     -5.5467 -147.147 0     
179.97 19.6091 0     -1.31794 1.16554 0     1     0     85.7964 59.8781 0     
180.491 20.5333 0     -0.293919 0.165883 0     1     0     38.2393 -10.9289 0     
179.431 22.3842 0     -0.775697 1.17249 0     1     0     -26.4154 61.0034 0     
179.955 23.3418 0     0.42141 -0.86141 0     1     0     -0.274278 -107.001 0     
179.427 24.2551 0     0.336834 0.852894 0     1     0     22.0114 115.304 0     
180.493 24.2406 0     0.397208 0.290784 0     1     0     18.9121 139.863 0     
179.97 25.2006 0     1.0754 0.118236 0     1     0     -14.5357 -90.9014 0     
180.481 26.1169 0     1.05597 0.430023 0     1     0     47.6542 87.4219 0     
179.95 27.072 0     1.38485 0.929199 0     1     0     -26.2528 -22.9356 0     
180.483 28.0107 0     0.124832 0.84182 0     1     0     1.00027 32.3083 0     
179.411 29.9357 0     1.15426 -0.123464 0     1     0     23.2621 17.7875 0     
180.494 29.9297 0     0.0425927 0.536089 0     1     0     29.4647 19.5198 0     
181.014 28.9493 0     -0.567671 -0.136676 0     1     0     87.7729 40.766 0     
181.595 29.91 0     -0.402636 -0.40795 0     1     0     3.24387 -5.48405 0     
180.005 32.8333 0     1.27934 1.24186 0     1     0     -31.743 -79.9967 0     
181.099 32.8129 0     -0.168158 0.609202 0     1     0     -24.1676 58.2263 0     
179.431 33.7538 0     -0.225892 1.69068 0     1     0     2.46568 60.5145 0     
179.997 34.7757 0     0.37012 0.301653 0     1     0     -21.1348 31.7551 0     
179.413 35.8022 0     0.364959 -0.140995 0     1     0     -48.9474 -32.0959 0     
180.469 35.8081 0     -0.162523 -0.197929 0     1     0     42.3277 -23.038 0     
180.688 36.8911 0     0.317442 0.158692 0     1     0     -2.46372 -6.89248 0     
180.049 37.8706 0     0.461605 0.186148 0     1     0     -0.768496 12.5117 0     
181.245 39.9179 0     -0.519055 0.10299 0     1     0     13.042 -30.7727 0     
180.774 40.9655 0     0.54968 -0.0732012 0     1     0     -24.3572 32.3801 0     
180.544 0.971724 0     0.226082 0.172994 0     1     0     -122.055 3.3098 0     
179.989 1.8364 0     0.0246125 -0.333324 0     1     0     77.6963 -39.3244 0     
180.535 2.69055 0     0.111426 -0.0260218 0     1     0     -128.291 13.6643 0     
179.997 3.55912 0     -0.332567 1.71713 0     1     0     -35.1692 18.0894 0     
179.459 4.43276 0     -0.17409 0.463193 0     1     0     53.0049 -22.8412 0     
180.51 4.45177 0     -0.417249 1.52943 0     1     0     -79.1982 -40.545 0     
181.029 5.33443 0     0.558211 0.79187 0     1     0     17.4868 -71.3925 0     
180.505 6.1926 0     0.304815 0.458196 0     1     0     -21.9428 97.1409 0     
180.999 7.09539 0     0.131417 -0.0582044 0     1     0     91.2188 -128.088 0     
180.459 7.95498 0     -0.331239 0.418889 0     1     0     108.181 54.2398 0     
181.007 8.8313 0     -1.05967 1.13444 0     1     0     28.6093 -35.5394 0     
180.493 9.69445 0     0.634006 -0.896061 0     1     0     -21.6991 142.794 0     
181.018 10.5824 0     0.89916 0.0824658 0     1     0     -1.34588 35.6097 0     
180.492 11.4774 0     0.893296 -0.920721 0     1     0     26.6346 51.7614 0     
181.544 11.485 0     -1.3903 1.10732 0     1     0     -7.26571 -106.285 0     
182.081 12.3603 0     0.207454 -0.184156 0     1     0     -18.3492 86.4159 0     
181.038 12.3711 0     0.498723 0.77028 0     1     0     -92.2758 52.4602 0     
181.555 13.2813 0     -0.487445 0.39131 0     1     0     2.53834 -97.2725 0     
181.03 14.1619 0     0.149667 -0.864733 0     1     0     -14.056 42.9522 0     
181.562 15.0693 0     0.793991 -0.059118 0     1     0     -32.9913 24.7994 0     
182.081 15.9806 0     -0.30942 -0.214694 0     1     0     -25.2189 -53.4908 0     
181.549 16.884 0     -0.209976 0.365818 0     1     0     -0.984935 -1.69542 0     
181.034 17.7928 0     -0.177892 -0.0742522 0     1     0     19.2082 -18.9415 0     
181.576 18.6974 0     0.544033 0.792875 0     1     0     -42.3994 35.7112 0     
180.522 18.7033 0     0.468918 -0.630879 0     1     0     -34.0418 7.80708 0     
181.027 19.6084 0     -0.0661312 -0.0242308 0     1     0     58.3505 53.237 0     
181.544 20.5392 0     -0.597739 0.424217 0     1     0     48.0718 -52.4545 0     
182.087 21.4442 0     -0.697028 1.07856 0     1     0     -11.0525 45.9892 0     
179.97 21.4613 0     -0.556654 0.136942 0     1     0     18.7715 10.5936 0     
180.477 22.4128 0     -0.159858 0.89381 0     1     0     73.1862 -70.9277 0     
181.013 23.3282 0     0.52337 -0.887599 0     1     0     80.8988 -64.8516 0     
181.561 24.2537 0     -0.28182 0.170968 0     1     0     -41.3357 -2.72152 0     
181.038 25.2016 0     -0.475933 -0.570048 0     1     0     -17.708 -63.5341 0     
181.565 26.1387 0     0.180255 0.38965 0     1     0     25.2735 34.0488 0     
181.014 27.0759 0     0.384651 0.417486 0     1     0     89.6999 -43.5047 0     
182.153 27.0739 0     0.651394 -0.163351 0     1     0     -131.705 -22.1839 0     
181.572 28.0055 0     0.139892 -0.532659 0     1     0     -1.1993 -0.340425 0     
182.128 28.9588 0     1.19289 0.528621 0     1     0     -45.7892 77.5447 0     
182.71 29.9298 0     1.35786 0.480964 0     1     0     -64.1242 31.0533 0     
182.15 30.8782 0     -0.951374 0.81471 0     1     0     4.64368 9.38315 0     
181.619 31.8571 0     -0.210244 0.463128 0     1     0     -6.11926 -34.3357 0     
182.188 32.85 0     -0.534052 0.745632 0     1     0     -15.64 -8.98816 0     
180.51 33.8116 0     -0.281475 1.83938 0     1     0     91.9269 -21.7913 0     
181.63 33.8232 0     0.616322 0.45585 0     1     0     -6.94533 -38.2979 0     
181.098 34.7962 0     0.421924 0.8583 0     1     0     -43.0568 3.42325 0     
181.889 36.8903 0     0.55918 1.56848 0     1     0     -17.4159 -38.8862 0     
181.252 37.8757 0     -0.299024 0.986634 0     1     0     -6.33966 -6.65319 0     
180.62 38.8602 0     1.46309 -0.54557 0     1     0     6.69625 37.3648 0     
181.97 40.9952 0     -0.117786 -1.65441 0     1     0     7.41588 -8.35877 0     
181.386 42.0232 0     -0.10196 1.11985 0     1     0     -9.96114 19.2738 0     
181.584 0.963501 0     0.601486 0.612144 0     1     0     48.2143 70.8618 0     
181.057 1.82655 0     0.221171 0.464837 0     1     0     -18.1926 11.8457 0     
182.104 1.83026 0     -0.175157 -0.240698 0     1     0     -1.9558 1.46498 0     
181.565 2.6931 0     0.26886 0.517533 0     1     0     48.2253 63.8916 0     
181.033 3.57107 0     0.900002 -0.220865 0     1     0     3.32807 -52.3343 0     
181.534 4.44109 0     -0.0477002 0.379204 0     1     0     103.013 78.5166 0     
182.067 5.31853 0     -0.102813 0.632934 0     1     0     -21.7928 10.9599 0     
181.549 6.2159 0     -0.259004 0.00493992 0     1     0     -17.791 9.51544 0     
182.08 7.09389 0     -0.708387 -0.360782 0     1     0     -119.39 -40.9453 0     
181.526 7.95915 0     0.267519 0.550467 0     1     0     39.8374 -17.5809 0     
182.071 8.82522 0     0.188013 0.374635 0     1     0     -62.2675 59.7612 0     
181.561 9.70699 0     1.02919 0.402902 0     1     0     -69.1589 -7.77936 0     
182.61 9.69794 0     -0.17086 0.0464956 0     1     0     -88.1681 101.04 0     
182.076 10.5923 0     0.109135 0.551937 0     1     0     -24.657 -22.435 0     
182.597 11.4721 0     0.42814 0.22231 0     1     0     12.7359 14.793 0     
183.125 12.357 0     0.38821 0.00121125 0     1     0     6.54865 16.4055 0     
182.598 13.2592 0     0.229321 0.310469 0     1     0     39.5928 38.8904 0     
183.141 14.1688 0     0.13714 0.440258 0     1     0     -70.5972 -109.08 0     
182.089 14.1743 0     0.029932 -0.364771 0     1     0     -16.1472 -55.5767 0     
182.614 15.0611 0     -0.0578612 0.545104 0     1     0     -53.7269 97.0859 0     
183.122 15.986 0     1.31288 1.06141 0     1     0     72.4692 -54.0159 0     
182.599 16.8876 0     -0.498847 -0.525983 0     1     0     30.2013 -13.2307 0     
182.088 17.7861 0     -0.300194 1.52999 0     1     0     -7.2032 46.0585 0     
182.615 18.7127 0     0.0101429 0.767852 0     1     0     89.2322 -18.9023 0     
182.099 19.6217 0     -0.938694 0.626959 0     1     0     -28.2633 20.9151 0     
182.624 20.5329 0     -0.0152732 0.852457 0     1     0     -21.1582 12.3589 0     
183.141 21.4718 0     0.479743 0.266969 0     1     0     65.685 -84.0031 0     
183.69 22.3849 0     0.0967102 0.325222 0     1     0     17.0248 33.8837 0     
181.021 21.4593 0     -0.476905 1.20258 0     1     0     -8.79825 36.0521 0     
181.558 22.3729 0     0.551054 0.232308 0     1     0     -19.4313 36.3118 0     
182.083 23.303 0     1.98684 0.678467 0     1     0     -42.4022 18.2862 0     
183.128 23.326 0     -0.583274 -0.753138 0     1     0     68.2831 -100.916 0     
182.608 24.2554 0     0.569155 -0.532323 0     1     0     -1.90296 -27.053 0     
182.1 25.1931 0     -0.445644 0.388857 0     1     0     -42.2269 -8.45888 0     
183.16 25.1752 0     -0.5478 0.407515 0     1     0     35.9812 -9.00311 0     
182.654 26.0998 0     0.537168 -0.334391 0     1     0     -25.4283 116.712 0     
182.652 28.0501 0     1.15942 0.802517 0     1     0     70.8159 -78.032 0     
183.746 28.0349 0     0.924812 -0.104278 0     1     0     -2.11589 8.64956 0     
183.223 28.9954 0     0.230411 1.11995 0     1     0     -18.1877 -30.4207 0     
183.789 29.9691 0     -0.173559 0.373767 0     1     0     16.8352 13.4193 0     
182.693 31.8748 0     0.0354819 0.049216 0     1     0     52.7213 -7.17466 0     
183.284 32.8562 0     1.07786 -0.742809 0     1     0     -17.9115 -59.8778 0     
182.749 33.8093 0     0.647936 0.246403 0     1     0     -47.7889 -1.59289 0     
181.553 35.8048 0     1.11885 -0.165096 0     1     0     3.96687 30.9262 0     
182.193 34.7896 0     0.0486414 0.0854418 0     1     0     -50.0611 -36.2929 0     
182.633 35.767 0     -0.531453 0.644105 0     1     0     55.9414 58.5975 0     
182.427 37.8774 0     0.171578 1.15849 0     1     0     -1.61218 -29.7348 0     
181.835 38.8602 0     -0.670092 -0.924546 0     1     0     6.28271 32.6097 0     
182.422 39.9093 0     0.730627 0.836416 0     1     0     22.7125 -20.2158 0     
182.605 42.1708 0     -0.130274 2.033 0     1     0     11.7519 -7.22172 0     
183.679 0.979544 0     0.0366897 -0.0752315 0     1     0     -24.5906 -91.4278 0     
182.643 0.978382 0     -0.743355 0.805069 0     1     0     -58.5317 -56.2879 0     
183.159 1.84495 0     -0.448906 0.27197 0     1     0     -42.5299 42.7563 0     
182.61 2.70205 0     0.0292738 -0.18747 0     1     0     45.4164 13.4104 0     
182.073 3.57422 0     -0.54519 0.114331 0     1     0     -12.3954 -62.9974 0     
182.586 4.43984 0     0.433473 0.466308 0     1     0     32.6201 78.0398 0     
183.112 5.32238 0     0.601267 -0.817826 0     1     0     -4.58886 -25.6105 0     
182.586 6.19742 0     0.584102 -0.280623 0     1     0     19.7079 17.1853 0     
183.111 7.07865 0     0.381859 0.679454 0     1     0     21.1346 47.1787 0     
182.593 7.97181 0     0.210663 -0.620141 0     1     0     40.6181 -131.255 0     
183.651 7.94912 0     -0.335551 0.735807 0     1     0     -66.313 -11.1172 0     
183.125 8.83235 0     -0.521681 0.473034 0     1     0     43.342 -71.2778 0     
183.644 9.7045 0     0.396175 1.21216 0     1     0     92.054 25.2975 0     
183.124 10.5917 0     -1.07584 -0.348785 0     1     0     -21.4788 -64.5463 0     
183.651 11.4599 0     -0.175981 -0.207513 0     1     0     -34.7621 92.3351 0     
184.17 12.3558 0     -0.174382 -0.28709 0     1     0     -64.3529 24.4551 0     
183.648 13.2531 0     -0.855074 0.387224 0     1     0     -56.6754 15.0667 0     
184.174 14.1518 0     -0.944785 -0.457727 0     1     0     -70.7989 -10.778 0     
183.646 15.0642 0     -0.377387 0.461039 0     1     0     42.2128 85.5368 0     
184.184 15.9791 0     -0.0543407 0.767323 0     1     0     -69.2023 -59.1019 0     
184.703 16.8826 0     -0.378571 1.10371 0     1     0     55.5897 -35.0381 0     
183.651 16.8929 0     0.619383 0.690514 0     1     0     39.8257 -28.5894 0     
183.139 17.7945 0     0.0194214 0.145612 0     1     0     28.2562 40.3638 0     
183.686 18.7006 0     0.215282 -0.456822 0     1     0     -37.062 5.47343 0     
183.178 19.6271 0     0.283991 1.13641 0     1     0     -132.465 -57.9014 0     
183.679 20.5423 0     -0.531017 0.405044 0     1     0     19.6653 36.0672 0     
184.214 21.4467 0     0.409223 0.905727 0     1     0     14.1477 74.3512 0     
185.804 20.5335 0     0.433381 -0.454838 0     1     0     -13.9147 -18.852 0     
182.634 22.3783 0     -0.58472 -0.184257 0     1     0     -84.9568 39.206 0     
185.283 21.4654 0     0.233425 0.997368 0     1     0     -56.8709 -2.12513 0     
184.753 22.3962 0     0.478587 0.279108 0     1     0     7.80755 -25.3445 0     
184.219 23.3238 0     0.782511 -0.672165 0     1     0     -25.5425 -68.5902 0     
184.754 24.2344 0     0.568909 -0.915575 0     1     0     -20.7515 77.9613 0     
183.661 24.2234 0     1.21503 0.0705094 0     1     0     99.0434 94.3352 0     
183.721 26.1293 0     0.289963 1.38588 0     1     0     -74.2411 -7.8569 0     
183.198 27.0886 0     0.812186 -0.0304715 0     1     0     14.4802 -25.1116 0     
184.261 27.0741 0     0.380169 1.13861 0     1     0     26.4347 42.6437 0     
184.288 29.0069 0     -0.703501 -0.130471 0     1     0     95.9294 -18.7346 0     
184.885 29.986 0     -0.444255 1.45987 0     1     0     -52.4341 -49.5438 0     
184.366 30.939 0     -0.105636 -0.0248734 0     1     0     -65.451 -2.03728 0     
183.248 30.9272 0     0.298031 1.44099 0     1     0     14.5257 -21.8422 0     
183.808 31.8917 0     1.39161 -0.806183 0     1     0     -27.5707 -25.3577 0     
184.382 32.8447 0     0.168401 0.11915 0     1     0     16.4992 63.4364 0     
183.85 33.7907 0     0.941062 -0.93672 0     1     0     14.4709 69.3375 0     
183.279 34.7633 0     0.801023 1.07584 0     1     0     24.3902 39.9141 0     
183.743 35.7831 0     -0.00390613 1.15453 0     1     0     -17.9024 12.469 0     
183.042 36.8102 0     0.878605 -0.880926 0     1     0     -28.2887 -11.9773 0     
183.083 38.7952 0     -0.0439932 -1.66659 0     1     0     -97.1769 94.0375 0     
183.607 39.9479 0     -0.21994 -1.18094 0     1     0     0.426827 -40.9912 0     
183.179 41.0217 0     0.890479 -1.04778 0     1     0     -6.50384 21.2989 0     
184.712 0.959218 0     0.166884 -0.0179346 0     1     0     74.5059 149.111 0     
184.199 1.83542 0     0.350208 -0.524184 0     1     0     14.7782 56.6001 0     
184.709 2.71668 0     -0.551243 0.379557 0     1     0     39.5474 -15.734 0     
183.68 2.71185 0     -0.0901854 -0.839611 0     1     0     -123.537 -4.43905 0     
183.119 3.57525 0     0.593241 -0.15785 0     1     0     42.205 -75.0001 0     
183.637 4.43745 0     0.20863 -0.0316929 0     1     0     -31.9444 75.4048 0     
184.146 5.31563 0     -0.534554 0.506665 0     1     0     38.2427 69.4224 0     
183.636 6.21201 0     0.416535 -0.456723 0     1     0     -21.6792 -141.213 0     
184.681 6.18839 0     0.0476238 -0.597516 0     1     0     4.38656 -26.2663 0     
184.166 7.06874 0     0.959017 -0.255616 0     1     0     17.8181 29.5362 0     
184.693 7.94256 0     -0.227548 0.483664 0     1     0     64.4967 -28.9294 0     
184.176 8.82009 0     -0.0748358 0.165721 0     1     0     -16.1525 44.3158 0     
184.701 9.69699 0     0.193235 -1.06785 0     1     0     16.2106 5.13125 0     
184.176 10.5839 0     -0.196253 -0.173207 0     1     0     -13.5069 -48.9467 0     
184.688 11.4739 0     1.03456 0.946056 0     1     0     72.1466 -30.467 0     
185.202 12.3677 0     0.250449 0.473707 0     1     0     115.698 -6.45303 0     
184.682 13.2565 0     -0.254524 0.741373 0     1     0     48.4781 -40.1927 0     
185.205 14.1381 0     0.266169 -0.13428 0     1     0     76.4145 93.6275 0     
184.681 15.0398 0     -0.0874351 1.54686 0     1     0     105.843 145.116 0     
185.224 15.9699 0     0.236376 0.514582 0     1     0     44.3166 -61.7126 0     
185.776 16.867 0     0.0893014 -0.305385 0     1     0     -73.7736 -10.0332 0     
184.215 17.7958 0     -0.249794 -0.226138 0     1     0     -91.3776 23.3763 0     
184.74 18.7237 0     0.568472 0.0248196 0     1     0     10.353 -86.2667 0     
185.273 19.6281 0     0.345795 -0.62389 0     1     0     37.6275 -64.9858 0     
184.211 19.6274 0     0.657606 -0.370041 0     1     0     50.279 -9.05187 0     
184.75 20.5341 0     -0.0224497 0.338705 0     1     0     -29.1912 43.7118 0     
186.336 19.6 0     0.110783 -0.564881 0     1     0     -56.5694 -8.80133 0     
186.848 20.5228 0     0.23936 0.44715 0     1     0     47.4883 0.505896 0     
186.329 21.4451 0     -0.567981 0.650029 0     1     0     52.1887 41.803 0     
186.883 22.3641 0     -0.318171 -0.200832 0     1     0     -68.9498 31.1289 0     
185.825 22.3875 0     0.808491 -0.599519 0     1     0     -40.3146 -10.1372 0     
185.294 23.3304 0     -2.06827 0.978978 0     1     0     -39.9511 -72.4492 0     
185.828 24.2534 0     0.128968 0.284596 0     1     0     22.2561 33.0777 0     
185.272 25.1944 0     0.447112 0.216177 0     1     0     86.1498 -44.4635 0     
184.215 25.1711 0     0.46517 1.03079 0     1     0     4.8368 -16.7221 0     
184.764 26.1261 0     0.519569 -0.704144 0     1     0     66.2872 11.8548 0     
185.335 27.077 0     1.22463 -0.38258 0     1     0     1.22545 -2.5864 0     
184.83 28.0375 0     -0.605371 0.731087 0     1     0     -36.6172 30.343 0     
185.403 29.0152 0     1.58769 -0.626002 0     1     0     -52.6197 -15.0429 0     
185.95 30.0145 0     0.188397 -0.333218 0     1     0     81.5553 -84.4424 0     
184.899 31.9193 0     0.245741 -0.219798 0     1     0     71.2884 -59.2764 0     
185.491 32.8915 0     0.428652 1.58306 0     1     0     -39.4283 44.6501 0     
184.949 33.8818 0     -1.03217 0.654528 0     1     0     -4.08769 -73.2204 0     
184.379 34.8214 0     -0.244525 0.33388 0     1     0     -56.6896 10.2708 0     
184.848 35.8512 0     0.960018 0.867653 0     1     0     4.2918 -18.1162 0     
184.164 36.8261 0     1.19091 -0.797704 0     1     0     46.2486 -16.0223 0     
183.574 37.8035 0     0.25428 1.53838 0     1     0     32.8309 -19.2289 0     
184.17 38.8066 0     0.501578 0.931985 0     1     0     48.8198 30.9374 0     
184.407 40.9126 0     -0.220546 1.65485 0     1     0     -4.00957 41.7539 0     
184.382 42.4492 0     2.86935 -0.411984 0     1     0     -0.0354542 -16.5568 0     
185.769 0.981869 0     0.460535 1.00766 0     1     0     -82.6879 -67.1346 0     
185.232 1.83844 0     -0.650042 -0.0198832 0     1     0     -7.63645 -13.8954 0     
185.748 2.70801 0     -0.127405 -0.670531 0     1     0     28.282 81.4168 0     
185.226 3.59469 0     -0.354207 0.742023 0     1     0     -9.16145 -77.0291 0     
184.178 3.58541 0     -0.531415 0.327021 0     1     0     5.21895 -25.5163 0     
184.686 4.45664 0     0.389083 -0.0857716 0     1     0     34.3548 -28.3628 0     
185.753 4.45316 0     0.457342 -0.110633 0     1     0     -79.488 31.3809 0     
185.206 5.31791 0     0.251785 0.821815 0     1     0     29.3105 36.843 0     
185.737 6.19543 0     0.525388 -0.744561 0     1     0     -17.8675 -76.3139 0     
185.214 7.05712 0     0.0158728 -0.508185 0     1     0     2.62125 82.2363 0     
185.753 7.93545 0     0.394001 0.334033 0     1     0     -59.0916 -29.3704 0     
185.226 8.81666 0     0.660399 0.943626 0     1     0     45.4086 10.5266 0     
185.767 9.69535 0     -0.692177 0.700414 0     1     0     -60.4121 18.5301 0     
185.216 10.5836 0     0.715209 0.520286 0     1     0     78.5433 -7.76467 0     
185.742 11.4757 0     -0.0749268 -0.792397 0     1     0     -32.3318 12.6817 0     
186.266 12.3706 0     1.76936 1.4613 0     1     0     -43.0391 -19.4725 0     
185.745 13.2623 0     1.23329 0.666855 0     1     0     -90.4893 -42.4877 0     
186.254 14.1685 0     1.80058 -0.32683 0     1     0     27.0358 -23.3219 0     
185.743 15.0526 0     0.357526 1.38014 0     1     0     -67.3418 98.8267 0     
186.292 15.9744 0     -0.224885 -1.20495 0     1     0     -60.6314 -77.0151 0     
186.83 16.8735 0     0.117078 -0.243484 0     1     0     9.97065 -37.0342 0     
185.252 17.773 0     0.182935 -0.317142 0     1     0     -7.02506 65.1824 0     
186.294 17.7675 0     0.733724 -1.61704 0     1     0     76.3765 30.4964 0     
185.791 18.6849 0     0.280628 0.128734 0     1     0     -18.68 53.4606 0     
187.364 17.7733 0     -0.228646 0.359858 0     1     0     -12.2018 12.8954 0     
186.844 18.6717 0     -0.482475 0.0770527 0     1     0     0.0121146 36.7808 0     
187.383 19.5882 0     -0.940678 -0.196293 0     1     0     -10.5817 26.6234 0     
187.894 20.5166 0     0.334732 0.182361 0     1     0     29.3054 -7.62325 0     
187.397 21.4549 0     -0.169842 0.185241 0     1     0     -26.4541 -53.8055 0     
187.936 22.3842 0     -0.911227 0.388941 0     1     0     -18.148 -86.4006 0     
186.345 23.3119 0     -0.0320094 0.320214 0     1     0     53.5333 18.6826 0     
186.916 24.2452 0     -0.23587 -0.361886 0     1     0     -62.753 -10.0666 0     
186.365 25.186 0     0.407516 0.848479 0     1     0     21.2371 19.0895 0     
186.93 26.1451 0     0.525756 0.261554 0     1     0     -49.0523 -51.5176 0     
185.843 26.1336 0     1.65864 0.491651 0     1     0     35.8678 -5.20952 0     
186.418 27.1013 0     0.342784 0.156802 0     1     0     -32.0379 -76.0362 0     
185.899 28.0256 0     0.779998 0.831496 0     1     0     -10.0603 70.9962 0     
186.471 29.0002 0     -0.325288 -1.06231 0     1     0     -12.8643 35.0719 0     
187.039 29.972 0     -0.405095 -0.190565 0     1     0     -21.0424 29.1765 0     
186.54 30.9805 0     -0.348213 -0.155721 0     1     0     -44.2513 -28.0286 0     
185.444 30.9552 0     0.641981 0.36148 0     1     0     13.7868 58.0121 0     
186.016 31.9476 0     0.711128 -0.771708 0     1     0     -27.2611 -41.2291 0     
186.587 32.9392 0     -0.988883 1.30074 0     1     0     3.02339 -17.5639 0     
186.052 33.8942 0     -0.815462 0.606474 0     1     0     -17.7953 10.2546 0     
185.46 34.8697 0     -1.37116 0.0279797 0     1     0     24.7294 15.8632 0     
185.338 36.84 0     -1.1345 1.83634 0     1     0     19.8298 20.0996 0     
184.745 37.8177 0     0.834657 0.530254 0     1     0     -13.1282 -1.61925 0     
185.324 38.846 0     -0.248456 0.0595343 0     1     0     10.1599 13.5232 0     
184.77 39.8356 0     2.17251 -0.79252 0     1     0     27.4817 -2.10881 0     
185.577 41.4193 0     1.11031 0.0660234 0     1     0     -14.1599 -5.04182 0     
186.795 0.972109 0     -0.744719 -0.969441 0     1     0     43.7621 30.4803 0     
186.28 1.85127 0     0.443428 -0.320025 0     1     0     -5.0427 -20.9276 0     
187.313 1.84455 0     0.441872 -0.215191 0     1     0     57.8608 -69.9046 0     
186.809 2.71512 0     0.459225 -1.24044 0     1     0     -84.7936 30.7376 0     
186.272 3.58447 0     0.233608 -0.220375 0     1     0     3.05264 -99.1567 0     
186.787 4.44854 0     -0.415917 -0.859774 0     1     0     88.2567 55.0556 0     
187.309 5.32724 0     -0.000840961 0.56342 0     1     0     49.5024 -113.24 0     
186.258 5.32782 0     0.487499 0.80869 0     1     0     19.2982 -40.6246 0     
186.796 6.18437 0     0.186789 -0.249705 0     1     0     0.697692 109.111 0     
186.271 7.05275 0     -0.372712 -0.906997 0     1     0     18.5039 52.6161 0     
186.798 7.93019 0     -0.337575 -0.821026 0     1     0     82.0718 9.87364 0     
186.288 8.80508 0     0.405176 0.365359 0     1     0     -10.6833 95.4715 0     
186.811 9.70356 0     -0.586383 0.287314 0     1     0     26.0187 -51.7127 0     
186.275 10.5928 0     -0.315061 -0.256584 0     1     0     -6.17679 -49.9594 0     
186.791 11.4776 0     0.843241 0.21605 0     1     0     30.2672 13.9194 0     
187.307 12.3875 0     0.618126 -0.215277 0     1     0     -25.7887 -40.6949 0     
186.769 13.276 0     0.554907 -0.615351 0     1     0     74.0265 -53.7491 0     
187.304 14.1534 0     1.48831 1.08348 0     1     0     23.8798 76.8036 0     
186.792 15.0637 0     0.907209 0.378717 0     1     0     -4.97301 -31.1393 0     
187.338 15.9484 0     -0.277029 -0.668806 0     1     0     -27.3397 105.885 0     
188.908 15.0297 0     -0.15331 0.209299 0     1     0     -42.2532 64.4941 0     
188.376 15.9471 0     0.489948 -0.036737 0     1     0     72.1909 -4.08191 0     
188.942 16.8423 0     0.861793 0.218175 0     1     0     -135.422 34.9811 0     
187.88 16.871 0     0.546762 0.763043 0     1     0     11.4129 -79.844 0     
188.42 17.7617 0     -0.23258 0.294789 0     1     0     -9.20632 -27.1604 0     
187.909 18.6813 0     -0.252159 0.485381 0     1     0     -32.4921 -15.3244 0     
188.44 19.596 0     0.256548 -0.301842 0     1     0     -64.4444 -19.8904 0     
188.445 21.4365 0     -0.300771 0.126176 0     1     0     -28.9506 14.1212 0     
188.977 22.3501 0     -0.265166 0.388501 0     1     0     18.5952 67.2519 0     
189.527 23.2929 0     0.618176 0.32836 0     1     0     -42.4105 3.80782 0     
